 , , , , , , , , , 
,,,,,,,,,
Category,Discipline,Subject,SourceType,ISSN,PublicationName,IndexingStart,IndexingStop,FullTextStart,FullTextStop
Business,Marketing,Consumer Behavior & Theory,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Social Sciences & Humanities,Psychology,Consumer Behavior & Theory,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Health & Medicine,Clinical Specialties,Consumer Behavior & Theory,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Business,Economics,Consumer Behavior & Theory,Magazine,0095-2222,Consumers' Research Magazine,01/01/1984,02/29/2004,05/01/1990,02/29/2004
Social Sciences & Humanities,Economics,Consumer Behavior & Theory,Magazine,0095-2222,Consumers' Research Magazine,01/01/1984,02/29/2004,05/01/1990,02/29/2004
Business,Marketing,Consumer Behavior & Theory,Magazine,0095-2222,Consumers' Research Magazine,01/01/1984,02/29/2004,05/01/1990,02/29/2004
Social Sciences & Humanities,Psychology,Consumer Behavior & Theory,Magazine,0095-2222,Consumers' Research Magazine,01/01/1984,02/29/2004,05/01/1990,02/29/2004
Health & Medicine,Clinical Specialties,Consumer Behavior & Theory,Magazine,0095-2222,Consumers' Research Magazine,01/01/1984,02/29/2004,05/01/1990,02/29/2004
Literature & Writing,Literature & Writing (General),Literature & Writing (General),Magazine,0010-7565,Contemporary Review,07/01/1993,12/31/2012,07/01/1993,12/31/2012
Politics & Government,Politics & Government (General),Politics & Government (General),Magazine,0010-7565,Contemporary Review,07/01/1993,12/31/2012,07/01/1993,12/31/2012
Social Sciences & Humanities,Sex & Sexuality,Sex & Sexuality,Magazine,1094-5725,Contemporary Sexuality,01/01/2000,,01/01/2000,
Politics & Government,Law,Corrections,Magazine,0190-2563,Corrections Today,01/01/1994,,02/01/1994,
Social Sciences & Humanities,Law,Corrections,Magazine,0190-2563,Corrections Today,01/01/1994,,02/01/1994,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Magazine,1048-5791,Cortlandt Forum,01/01/1995,01/31/2009,01/01/1995,01/31/2009
Health & Medicine,Diseases & Conditions,Diabetes,Magazine,1070-9282,Countdown,09/01/1994,,09/01/1994,
Health & Medicine,Consumer Health,Consumer Health,Magazine,1070-9282,Countdown,09/01/1994,,09/01/1994,
Politics & Government,Law,Administrative Law,Magazine,0011-0647,Court Review,09/01/2008,,09/01/2008,
Social Sciences & Humanities,Law,Administrative Law,Magazine,0011-0647,Court Review,09/01/2008,,09/01/2008,
Politics & Government,Public Policy & Administration,State Courts,Magazine,0011-0647,Court Review,09/01/2008,,09/01/2008,
Social Sciences & Humanities,Public Policy & Administration,State Courts,Magazine,0011-0647,Court Review,09/01/2008,,09/01/2008,
Politics & Government,Courts & Justice System,State Courts,Magazine,0011-0647,Court Review,09/01/2008,,09/01/2008,
Health & Medicine,Allied Health,Mental Health Services,Magazine,1474-5372,CPJ: Counselling & Psychotherapy Journal,01/01/2004,08/31/2005,03/01/2004,08/31/2005
Health & Medicine,Clinical Specialties,Mental Health Services,Magazine,1474-5372,CPJ: Counselling & Psychotherapy Journal,01/01/2004,08/31/2005,03/01/2004,08/31/2005
Arts & Entertainment,Arts & Entertainment (General),Arts & Entertainment (General),Magazine,1038-846X,Craft Arts International,09/01/1994,,09/01/1999,
Home & Living,"Crafts, Hobbies & Collecting","Crafts, Hobbies & Collecting",Magazine,1038-846X,Craft Arts International,09/01/1994,,09/01/1999,
Arts & Entertainment,Visual Arts,Decorative Arts,Magazine,1038-846X,Craft Arts International,09/01/1994,,09/01/1999,
Politics & Government,Law,Criminal Law,Magazine,1938-713X,Criminal Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Criminal Law,Magazine,1938-713X,Criminal Litigation,04/01/2009,,04/01/2009,
General Interest,Ethnic Group Interest,Black & African American Interest,Magazine,0011-1422,Crisis (00111422),06/01/1993,02/28/1996,06/01/1993,02/28/1996
Social Sciences & Humanities,Area Studies,Black Studies,Magazine,0011-1422,Crisis (00111422),06/01/1993,02/28/1996,06/01/1993,02/28/1996
General Interest,Ethnic Group Interest,Black & African American Interest,Magazine,0011-1422,Crisis (15591573),05/01/2003,,05/01/2003,
Social Sciences & Humanities,Area Studies,Black Studies,Magazine,0011-1422,Crisis (15591573),05/01/2003,,05/01/2003,
History,History by Era,Ancient History,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
History,Archaeology,Archaeology,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
Arts & Entertainment,Music,Music History,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
History,Topical History,Music History,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social History,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
History,Topical History,Social History,Magazine,0704-6588,"Crosscurrents -- Journal of Ancient Music, Pre-history, Archaeology & Origins (& Other Social History & Science Matters)",11/01/2003,,11/01/2003,
Social Sciences & Humanities,Library & Information Science,School Libraries,Magazine,,CSLA Journal,07/01/2003,,03/01/2004,
Education,Educational Institutions,School Libraries,Magazine,,CSLA Journal,07/01/2003,,03/01/2004,
Politics & Government,Law,Law Enforcement & Intelligence,Magazine,,CSS Analyses in Security Policy,07/01/2007,,07/01/2007,
Social Sciences & Humanities,Law,Law Enforcement & Intelligence,Magazine,,CSS Analyses in Security Policy,07/01/2007,,07/01/2007,
Politics & Government,Social Work,Social Work,Magazine,0717-9391,Cuaderno de Trabajo Social,08/01/2006,12/31/2006,08/01/2006,12/31/2006
Social Sciences & Humanities,Social Work,Social Work,Magazine,0717-9391,Cuaderno de Trabajo Social,08/01/2006,12/31/2006,08/01/2006,12/31/2006
General Interest,News,News,Magazine,0011-3131,Current,01/01/1989,,06/01/2007,
Politics & Government,News,News,Magazine,0011-3131,Current,01/01/1989,,06/01/2007,
General Interest,News,News,Magazine,0011-3492,Current Events,07/01/1989,05/31/2012,09/05/1997,05/31/2012
Politics & Government,News,News,Magazine,0011-3492,Current Events,07/01/1989,05/31/2012,09/05/1997,05/31/2012
General Interest,Special Group Interest,Teen Interest,Magazine,0011-3492,Current Events,07/01/1989,05/31/2012,09/05/1997,05/31/2012
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Magazine,0163-156X,Current Health 2,01/01/1984,08/31/2010,01/01/1997,08/31/2010
General Interest,Special Group Interest,Teen Interest,Magazine,0163-156X,Current Health 2,01/01/1984,08/31/2010,01/01/1997,08/31/2010
Health & Medicine,Consumer Health,Consumer Health,Magazine,0163-156X,Current Health 2,01/01/1984,08/31/2010,01/01/1997,08/31/2010
Social Sciences & Humanities,Sociology,Youth & Adolescence,Magazine,2157-5703,Current Health Teens,09/01/2010,04/30/2012,09/01/2010,04/30/2012
Health & Medicine,Consumer Health,Consumer Health,Magazine,2157-5703,Current Health Teens,09/01/2010,04/30/2012,09/01/2010,04/30/2012
General Interest,Special Group Interest,Teen Interest,Magazine,0011-3905,Current Science,07/01/1989,04/30/2012,01/01/1997,04/30/2012
Science,Science (General),Science (General),Magazine,0011-3905,Current Science,07/01/1989,04/30/2012,01/01/1997,04/30/2012
Education,Teaching & Instruction,Curriculum Planning & Development,Magazine,1082-5495,Curriculum Administrator,07/01/1996,09/30/2001,08/01/1996,09/30/2001
Business,Management,Educational Administration,Magazine,1082-5495,Curriculum Administrator,07/01/1996,09/30/2001,08/01/1996,09/30/2001
Education,Educational Institutions,Educational Administration,Magazine,1082-5495,Curriculum Administrator,07/01/1996,09/30/2001,08/01/1996,09/30/2001
Education,Teaching & Instruction,Curriculum Planning & Development,Magazine,0147-2453,Curriculum Review,01/01/1990,,01/01/1990,
Arts & Entertainment,Music,Czech Music,Magazine,1211-0264,Czech Music,01/01/2006,,01/01/2006,
Arts & Entertainment,Dance,Dance,Magazine,0011-6009,Dance Magazine,01/01/1984,,01/01/1998,
Arts & Entertainment,Dance,Dance,Magazine,1094-0588,Dance Spirit,09/01/2001,,09/01/2001,
Health & Medicine,Diseases & Conditions,Substance Abuse & Addiction,Magazine,1040-6328,DATA: The Brown University Digest of Addiction Theory & Application,01/01/1995,04/30/2011,09/01/1996,04/30/2011
Health & Medicine,Diseases & Conditions,Alcoholism,Magazine,1040-6328,DATA: The Brown University Digest of Addiction Theory & Application,01/01/1995,04/30/2011,09/01/1996,04/30/2011
Technology,Computer Science,Databases & Database Management,Magazine,0162-4105,Database,07/01/1993,07/31/1999,08/01/1993,07/31/1999
Politics & Government,Law,Law Enforcement & Intelligence,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
Social Sciences & Humanities,Law,Law Enforcement & Intelligence,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
Politics & Government,Military History & Science,Military Policy,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
Politics & Government,Public Policy & Administration,Military Policy,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
Social Sciences & Humanities,Public Policy & Administration,Military Policy,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
History,Topical History,Military Policy,Magazine,0737-1217,Defense,01/01/1994,11/01/1997,01/01/1994,05/01/1996
Social Sciences & Humanities,Demography,Demography,Magazine,,Demographic Statistics Bulletin / Bilteni Demografske Statistike,01/01/2009,01/31/2011,01/01/2009,01/31/2011
Science,Mathematics,Probability & Statistics,Magazine,,Demographic Statistics Bulletin / Bilteni Demografske Statistike,01/01/2009,01/31/2011,01/01/2009,01/31/2011
Religion & Philosophy,Religion & Philosophy (General),Biblical Studies,Magazine,,Denver Journal,01/01/2008,,01/01/2008,
Literature & Writing,Religious Literature,Biblical Studies,Magazine,,Denver Journal,01/01/2008,,01/01/2008,
Arts & Entertainment,Architecture,Architecture,Magazine,0011-9415,Design Quarterly,01/01/1993,06/30/1996,03/01/1996,06/30/1996
Technology,Construction & Building,Architecture,Magazine,0011-9415,Design Quarterly,01/01/1993,06/30/1996,03/01/1996,06/30/1996
Home & Living,Homes & Houses,Interior Design,Magazine,0011-9415,Design Quarterly,01/01/1993,06/30/1996,03/01/1996,06/30/1996
Arts & Entertainment,Visual Arts,Interior Design,Magazine,0011-9415,Design Quarterly,01/01/1993,06/30/1996,03/01/1996,06/30/1996
Technology,Construction & Building,Construction & Building,Magazine,1096-7095,Design-Build,06/01/2001,12/31/2001,06/01/2001,12/31/2001
Health & Medicine,Diseases & Conditions,Developmental Disabilities,Magazine,1184-0412,Developmental Disabilities Bulletin,04/01/2008,,04/01/2008,
Health & Medicine,Diseases & Conditions,Diabetes,Magazine,1550-2899,Diabetes Health,06/01/2004,,06/01/2004,
Religion & Philosophy,Christianity,Christian Ministry,Magazine,0341-9592,Diakonia,07/01/2010,,07/01/2010,
Arts & Entertainment,Music,Folk & Traditional Music,Magazine,1047-4315,Dirty Linen: Folk & World Music,01/01/2006,04/30/2010,02/01/2008,04/30/2010
Arts & Entertainment,Music,World Music,Magazine,1047-4315,Dirty Linen: Folk & World Music,01/01/2006,04/30/2010,02/01/2008,04/30/2010
Technology,Technology (General),Technology (General),Magazine,0274-7529,Discover,11/01/1985,,01/01/2001,
Science,Science (General),Science (General),Magazine,0274-7529,Discover,11/01/1985,,01/01/2001,
General Interest,Social Commentary & Opinion,Social Commentary & Opinion,Magazine,0012-3846,Dissent (00123846),09/01/2001,,09/01/2001,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Commentary & Opinion,Magazine,0012-3846,Dissent (00123846),09/01/2001,,09/01/2001,
Politics & Government,Politics & Government by Place,United States Politics & Government,Magazine,0012-3846,Dissent (00123846),09/01/2001,,09/01/2001,
Education,Educational Methods & Theories,Distance Education,Magazine,1094-320X,Distance Education Report,07/01/2003,,07/01/2003,07/14/2006
Business,Management,Educational Administration,Magazine,1537-5749,District Administration,10/01/2001,,10/01/2001,
Education,Educational Institutions,Educational Administration,Magazine,1537-5749,District Administration,10/01/2001,,10/01/2001,
Social Sciences & Humanities,Ethnic & Cultural Studies,Ethnic & Cultural Studies,Magazine,0742-0277,Diverse: Issues in Higher Education,08/25/2005,,08/25/2005,
Education,Educational Levels,Higher Education,Magazine,0742-0277,Diverse: Issues in Higher Education,08/25/2005,,08/25/2005,
Business,Labor & Employment,Work,Magazine,2159-8835,Diversity Employers,01/01/2011,,01/01/2011,
Social Sciences & Humanities,Sociology,Cultural Diversity,Magazine,2159-8835,Diversity Employers,01/01/2011,,01/01/2011,
Social Sciences & Humanities,Ethnic & Cultural Studies,Ethnic & Cultural Studies,Magazine,1545-2808,Diversity Factor,09/01/1999,06/30/2011,01/01/2002,06/30/2011
Business,Management,Organizational Studies,Magazine,1545-2808,Diversity Factor,09/01/1999,06/30/2011,01/01/2002,06/30/2011
Social Sciences & Humanities,Psychology,Organizational Studies,Magazine,1545-2808,Diversity Factor,09/01/1999,06/30/2011,01/01/2002,06/30/2011
Health & Medicine,Clinical Specialties,Organizational Studies,Magazine,1545-2808,Diversity Factor,09/01/1999,06/30/2011,01/01/2002,06/30/2011
Business,"Banking, Finance & Investing",Personal Finance & Budgeting,Magazine,0194-8490,DollarSense,01/01/1990,09/03/2001,03/01/1990,09/03/2001
Home & Living,Personal Finance & Budgeting,Personal Finance & Budgeting,Magazine,0194-8490,DollarSense,01/01/1990,09/03/2001,03/01/1990,09/03/2001
Business,"Banking, Finance & Investing",Retirement,Magazine,0194-8490,DollarSense,01/01/1990,09/03/2001,03/01/1990,09/03/2001
Home & Living,Retirement,Retirement,Magazine,0194-8490,DollarSense,01/01/1990,09/03/2001,03/01/1990,09/03/2001
Business,"Banking, Finance & Investing",Estate Planning,Magazine,0194-8490,DollarSense,01/01/1990,09/03/2001,03/01/1990,09/03/2001
Arts & Entertainment,Music,Double Bass,Magazine,1362-0835,Double Bassist,01/01/2006,12/31/2007,04/01/2007,12/31/2007
Politics & Government,Law,Agricultural Law,Magazine,1086-3869,Drake Journal of Agricultural Law,11/01/2009,,11/01/2009,
Social Sciences & Humanities,Law,Agricultural Law,Magazine,1086-3869,Drake Journal of Agricultural Law,11/01/2009,,11/01/2009,
Politics & Government,Law,Law,Magazine,0012-5938,Drake Law Review,09/01/2009,,09/01/2009,
Social Sciences & Humanities,Law,Law,Magazine,0012-5938,Drake Law Review,09/01/2009,,09/01/2009,
Science,Chemistry,Pharmacology,Magazine,1524-783X,Drug Discovery & Development,01/01/2002,,01/01/2002,
Health & Medicine,Medical Sciences,Pharmacology,Magazine,1524-783X,Drug Discovery & Development,01/01/2002,,01/01/2002,
Science,Life Sciences,Veterinary Medicine,Magazine,0012-7337,DVM: The Newsmagazine of Veterinary Medicine,06/01/2003,12/31/2012,06/01/2003,12/31/2012
Health & Medicine,Clinical Specialties,Veterinary Medicine,Magazine,0012-7337,DVM: The Newsmagazine of Veterinary Medicine,06/01/2003,12/31/2012,06/01/2003,12/31/2012
Religion & Philosophy,Christianity,Christianity,Magazine,1551-9325,E-Quality,08/01/2007,11/30/2008,08/01/2007,11/30/2008
Politics & Government,Human Rights,Gender Equality,Magazine,1551-9325,E-Quality,08/01/2007,11/30/2008,08/01/2007,11/30/2008
Social Sciences & Humanities,Human Rights,Gender Equality,Magazine,1551-9325,E-Quality,08/01/2007,11/30/2008,08/01/2007,11/30/2008
Religion & Philosophy,Philosophy Branches,Gender Equality,Magazine,1551-9325,E-Quality,08/01/2007,11/30/2008,08/01/2007,11/30/2008
Science,Earth & Atmospheric Sciences,Environmental Sciences,Magazine,1046-8021,E: The Environmental Magazine,01/01/1994,06/30/2013,01/01/1994,06/30/2013
Science,Life Sciences,Environmental Sciences,Magazine,1046-8021,E: The Environmental Magazine,01/01/1994,06/30/2013,01/01/1994,06/30/2013
History,History by Place,United States History,Magazine,1534-2042,Early American Life,02/01/2001,04/30/2003,02/01/2001,04/30/2003
Home & Living,Home & Living (General),Home & Living (General),Magazine,1534-2042,Early American Life,02/01/2001,04/30/2003,02/01/2001,04/30/2003
Social Sciences & Humanities,Psychology,Child & Adolescent Psychology,Magazine,1070-1214,Early Childhood Today,07/01/2000,05/31/2007,08/01/2000,05/31/2007
